ID,Attrition,Degree_Type,Achieved_Credit_Points,Attendance_Type,Age,Failed_Credit_Points,International_student,First_in_family,Gender,GPA,OP_Score,Socio_Economic_Status,Teaching _Period_Admitted,Faculty
1974,Retained,Single,180,Full Time,21,0,No,No,M,4.67,9,High,SEM-1,QUT Business School
1975,Not Retained,Single,24,Full Time,19,60,No,Yes,M,2.71,13,Low,SEM-1,Sci and Eng Faculty
1976,Retained,Single,96,Full Time,21,0,No,No,M,5,7,Medium,SEM-1,QUT Business School
1977,Retained,Single,48,Full Time,19,0,No,No,M,4.25,11,High,SEM-2,Sci and Eng Faculty
1978,Retained,Single,36,Full Time,20,0,No,No,M,6.33,15,Medium,SEM-2,QUT Business School
1979,Retained,Single,96,Full Time,19,0,No,Yes,M,5.5,5,High,SEM-1,CI Faculty
1980,Retained,Single,84,Full Time,20,24,No,No,M,3.89,9,Low,SEM-1,CI Faculty
1981,Retained,Single,24,Part Time,23,0,No,No,M,4.5,20,High,SEM-2,QUT Business School
1982,Retained,Single,48,Full Time,20,0,No,No,M,6.5,9,Medium,SEM-2,Sci and Eng Faculty
1983,Retained,Single,96,Full Time,22,0,No,No,M,4.63,7,High,SEM-1,Faculty of Education
1984,Retained,Single,96,Full Time,19,0,No,No,M,6.13,3,High,SEM-1,Sci and Eng Faculty
1985,Retained,Single,96,Full Time,19,0,No,No,M,4.5,6,Low,SEM-1,Faculty of Law
1986,Not Retained,Single,36,Full Time,19,60,No,Yes,M,3.5,7,Medium,SEM-1,Faculty of Law
1987,Retained,Single,96,Full Time,19,0,No,Yes,M,4.25,12,Medium,SEM-1,Faculty of Education
1988,Retained,Single,96,Full Time,20,0,No,Yes,M,5.5,9,Low,SEM-1,CI Faculty
1989,Retained,Single,96,Full Time,22,0,No,Yes,M,5.5,5,High,SEM-1,CI Faculty
1990,Retained,Single,96,Full Time,20,0,No,No,M,5.25,17,Low,SEM-1,CI Faculty
1991,Retained,Single,96,Full Time,22,24,No,Yes,M,4.3,17,High,SEM-1,Faculty of Law
1992,Retained,Single,48,Full Time,19,0,No,No,M,5.75,6,Medium,SEM-2,Sci and Eng Faculty
1993,Retained,Single,96,Full Time,21,0,No,No,M,4.63,2,Medium,SEM-1,Faculty of Education
1994,Retained,Single,96,Full Time,20,0,No,No,M,4.38,10,Medium,SEM-1,Faculty of Education
1995,Retained,Single,72,Full Time,19,24,No,No,M,4.5,11,Medium,SEM-1,Sci and Eng Faculty
1996,Retained,Single,48,Full Time,20,24,No,No,M,3.67,15,High,SEM-1,Sci and Eng Faculty
1997,Retained,Single,96,Full Time,20,0,No,No,M,5.63,9,Medium,SEM-1,Sci and Eng Faculty
1998,Retained,Single,72,Full Time,19,24,No,No,M,3.88,9,Medium,SEM-1,Sci and Eng Faculty
1999,Retained,Single,96,Part Time,21,0,No,Yes,M,5,10,Medium,SEM-1,Faculty of Health
2000,Retained,Single,84,Full Time,20,0,No,No,M,5.86,11,High,SEM-1,Sci and Eng Faculty
2001,Retained,Single,96,Full Time,20,0,No,No,M,5.43,3,Medium,SEM-1,Faculty of Health
2002,Not Retained,Single,0,Full Time,21,24,No,No,M,1,20,Medium,SEM-2,QUT Business School
2003,Not Retained,Single,72,Full Time,19,24,No,No,M,4.25,10,Medium,SEM-1,Faculty of Health
2004,Retained,Single,192,Full Time,20,0,No,No,M,5.19,6,High,SEM-1,QUT Business School
2005,Retained,Single,12,Full Time,20,60,No,No,M,2.33,11,High,SEM-1,Faculty of Law
2006,Retained,Single,96,Full Time,19,0,No,No,M,4.5,12,Medium,SEM-1,Faculty of Law
2007,Retained,Single,96,Part Time,19,0,No,No,F,5.38,2,High,SEM-1,CI Faculty
2008,Retained,Single,12,Full Time,20,84,Yes,No,F,1.75,7,High,SEM-1,Sci and Eng Faculty
2009,Retained,Single,48,Full Time,19,0,No,Yes,M,4.75,8,Medium,SEM-1,QUT Business School
2010,Retained,Single,48,Full Time,19,0,No,Yes,M,5.5,8,Low,SEM-2,Sci and Eng Faculty
2011,Retained,Single,96,Full Time,20,0,No,No,M,4.25,12,Medium,SEM-2,QUT Business School
2012,Not Retained,Single,0,Full Time,19,0,No,No,M,0,8,High,SEM-1,Sci and Eng Faculty
2013,Retained,Single,108,Full Time,19,0,No,Yes,M,6,6,High,SEM-1,Faculty of Health
2014,Retained,Single,96,Full Time,19,0,No,No,M,4.75,2,Low,SEM-1,CI Faculty
2015,Retained,Single,84,Full Time,19,0,No,No,F,5.57,5,Low,SEM-1,CI Faculty
2016,Retained,Single,96,Full Time,25,0,No,No,M,4.75,7,Medium,SEM-1,CI Faculty
2017,Not Retained,Single,0,Full Time,19,48,No,Yes,M,1,12,Low,SEM-2,Sci and Eng Faculty
2018,Retained,Single,96,Full Time,18,0,No,Yes,M,5.63,1,Low,SEM-1,CI Faculty
2019,Retained,Single,96,Full Time,20,0,No,Yes,M,4.88,8,Low,SEM-1,Faculty of Education
2020,Retained,Single,120,Full Time,21,12,No,No,M,4.6,17,Medium,SEM-1,Sci and Eng Faculty
2021,Retained,Single,96,Full Time,19,0,No,Yes,M,6.13,11,Low,SEM-1,Sci and Eng Faculty
2022,Retained,Single,96,Full Time,26,0,No,Yes,M,4.75,16,Medium,SEM-1,Sci and Eng Faculty
2023,Retained,Double,96,Full Time,20,0,No,No,M,6.38,11,Medium,SEM-1,Sci and Eng Faculty
2024,Retained,Single,192,Full Time,27,0,No,Yes,M,6.5,12,Low,SEM-2,Sci and Eng Faculty
2025,Retained,Single,60,Full Time,19,24,No,No,M,3.29,10,Low,SEM-1,Sci and Eng Faculty
2026,Not Retained,Single,0,Full Time,20,24,No,No,M,1.5,10,High,SEM-2,Sci and Eng Faculty
2027,Not Retained,Single,84,Full Time,23,0,No,Yes,M,0,12,Medium,SEM-1,Faculty of Health
2028,Retained,Single,96,Full Time,19,0,No,Yes,M,5.88,3,Medium,SEM-1,Faculty of Health
2029,Retained,Single,96,Full Time,27,0,Yes,Yes,F,6.5,6,High,SEM-1,Sci and Eng Faculty
2030,Retained,Single,240,Full Time,24,0,No,No,M,4.75,3,High,SEM-1,Faculty of Law
2031,Retained,Single,60,Full Time,19,36,No,No,F,4.25,12,Medium,SEM-1,CI Faculty
2032,Retained,Single,96,Full Time,24,0,No,Yes,M,6.5,5,Medium,SEM-2,Sci and Eng Faculty
2033,Retained,Single,72,Full Time,20,12,No,No,M,3.86,21,Low,SEM-1,QUT Business School
2034,Retained,Single,108,Full Time,20,0,No,Yes,M,6.13,7,Low,SEM-1,Faculty of Health
2035,Retained,Single,36,Full Time,24,12,No,Yes,M,4.5,11,Low,SEM-2,Faculty of Law
2036,Retained,Single,96,Full Time,24,12,No,No,F,4.25,17,Low,SEM-1,CI Faculty
2037,Retained,Single,96,Full Time,20,0,No,No,F,5.5,3,Medium,SEM-1,Faculty of Education
2038,Retained,Single,48,Full Time,21,0,No,Yes,F,5.25,11,Medium,SEM-2,Sci and Eng Faculty
2039,Retained,Single,108,Full Time,20,0,No,No,F,5.56,10,Medium,SEM-1,Faculty of Education
2040,Not Retained,Single,36,Full Time,20,12,No,Yes,F,4,4,Medium,SEM-2,Faculty of Health
2041,Not Retained,Single,144,Full Time,21,36,No,Yes,F,4.07,8,High,SEM-1,Faculty of Health
2042,Retained,Single,96,Part Time,20,0,No,No,F,5.25,13,Medium,SEM-1,CI Faculty
2043,Retained,Single,0,Full Time,19,0,No,Yes,F,0,13,Medium,SEM-1,CI Faculty
2044,Retained,Single,180,Full Time,25,0,No,Yes,F,4.43,6,Medium,SEM-1,Faculty of Law
2045,Retained,Double,156,Full Time,20,0,No,No,F,5.4,9,Medium,SEM-1,Faculty of Health
2046,Retained,Double,120,Full Time,20,0,No,Yes,F,5.75,6,Medium,SEM-1,Faculty of Health
2047,Retained,Single,192,Full Time,23,0,No,Yes,F,5.5,23,Medium,SEM-1,Faculty of Law
2048,Retained,Single,0,Full Time,32,0,No,No,F,0,11,Medium,SEM-1,Faculty of Health
2049,Retained,Double,156,Full Time,31,0,No,No,F,4.92,8,Medium,SEM-1,Faculty of Law
2050,Not Retained,Single,96,Full Time,20,12,No,Yes,F,4.33,23,Low,SEM-1,CI Faculty
2051,Retained,Single,96,Full Time,20,0,No,No,F,5.75,4,Medium,SEM-1,Faculty of Education
2052,Retained,Single,144,Full Time,20,0,No,Yes,F,5.17,23,Medium,SEM-1,Faculty of Education
2053,Not Retained,Single,96,Full Time,19,0,No,Yes,F,4.25,17,Medium,SEM-1,CI Faculty
2054,Retained,Single,36,Part Time,42,0,No,Yes,M,5.33,11,Low,SEM-1,Faculty of Law
2055,Retained,Single,36,Part Time,19,12,No,No,M,4.25,9,Medium,SEM-1,Faculty of Health
2056,Not Retained,Single,132,Full Time,33,0,No,No,M,5.09,3,Medium,SEM-1,Faculty of Law
2057,Retained,Single,48,Full Time,28,12,No,Yes,M,5.5,4,High,SEM-2,Sci and Eng Faculty
2058,Retained,Single,96,Full Time,19,0,Yes,No,M,5.75,9,Medium,SEM-1,Sci and Eng Faculty
2059,Retained,Single,84,Full Time,19,0,No,No,M,4.43,9,Low,SEM-1,Faculty of Health
2060,Retained,Single,0,Full Time,27,0,No,Yes,M,0,25,Medium,SEM-1,Sci and Eng Faculty
2061,Retained,Single,96,Full Time,20,0,No,Yes,F,4.43,10,Medium,SEM-1,Faculty of Health
2062,Not Retained,Single,96,Full Time,19,0,No,No,F,4.75,11,Medium,SEM-1,CI Faculty
2063,Retained,Single,96,Part Time,42,0,No,No,F,6,4,Low,SEM-1,Faculty of Health
2064,Retained,Single,120,Full Time,20,0,No,No,F,4.33,17,Medium,SEM-2,Faculty of Health
2065,Retained,Single,108,Full Time,23,0,No,Yes,M,6.11,6,Low,SEM-1,QUT Business School
2066,Retained,Single,192,Full Time,22,24,Yes,No,F,4.1,3,High,SEM-1,QUT Business School
2067,Retained,Double,60,Full Time,25,0,No,Yes,F,5.4,16,Medium,SEM-1,Faculty of Health
2068,Retained,Single,144,Part Time,21,12,No,Yes,F,4.54,9,Low,SEM-1,Faculty of Health
2069,Retained,Single,96,Full Time,19,0,No,Yes,F,5.63,5,Medium,SEM-1,Faculty of Health
2070,Retained,Single,96,Full Time,26,0,No,Yes,F,0,17,Medium,SEM-1,QUT Business School
2071,Retained,Single,96,Full Time,19,0,No,Yes,F,5,4,Medium,SEM-1,QUT Business School
2072,Retained,Single,192,Part Time,32,0,No,No,F,6,24,Low,SEM-1,Faculty of Health
2073,Retained,Single,48,Full Time,19,0,No,Yes,F,4.25,16,Medium,SEM-2,Faculty of Health
2074,Not Retained,Single,72,Full Time,21,24,No,No,F,1,15,High,SEM-2,Faculty of Health
2075,Retained,Single,96,Full Time,21,0,Yes,No,F,5.25,9,High,SEM-1,CI Faculty
2076,Retained,Single,132,Full Time,20,36,No,No,M,3.71,19,Medium,SEM-1,Sci and Eng Faculty
2077,Not Retained,Single,0,Full Time,19,0,No,Yes,M,0,13,Low,SEM-1,CI Faculty
2078,Retained,Double,336,Full Time,24,0,No,Yes,M,4.82,13,Low,SEM-1,Sci and Eng Faculty
2079,Retained,Single,228,Part Time,24,12,No,Yes,M,5.15,4,Medium,SEM-1,QUT Business School
2080,Not Retained,Single,0,Full Time,21,72,No,Yes,M,1.17,6,Low,SEM-1,Sci and Eng Faculty
2081,Retained,Double,108,Full Time,19,0,No,No,F,6.14,5,Medium,SEM-1,Faculty of Health
2082,Retained,Single,144,Full Time,21,0,Yes,No,F,4.5,8,Medium,SEM-2,QUT Business School
2083,Retained,Single,132,Full Time,20,0,No,Yes,F,6.27,2,High,SEM-2,Sci and Eng Faculty
2084,Retained,Single,96,Full Time,19,0,No,No,F,6.13,11,Low,SEM-1,CI Faculty
2085,Not Retained,Single,84,Full Time,19,12,No,No,F,4.75,5,High,SEM-1,QUT Business School
2086,Retained,Single,48,Full Time,19,48,No,Yes,F,3.75,13,Medium,SEM-1,Sci and Eng Faculty
2087,Retained,Single,144,Full Time,25,0,Yes,No,F,5,7,Medium,SEM-2,Faculty of Health
2088,Retained,Single,96,Full Time,19,0,No,No,F,5,6,Medium,SEM-1,Faculty of Health
2089,Retained,Single,120,Full Time,24,0,Yes,No,F,7,10,Medium,SEM-1,Faculty of Health
2090,Retained,Single,24,Full Time,26,24,No,Yes,M,2.75,8,Medium,SEM-1,QUT Business School
2091,Retained,Single,48,Full Time,22,0,Yes,No,M,5.5,9,Medium,SEM-2,Sci and Eng Faculty
2092,Retained,Single,24,Full Time,21,24,Yes,No,F,3.25,22,Medium,SEM-2,QUT Business School
2093,Retained,Single,96,Full Time,19,0,No,Yes,F,6.13,4,High,SEM-1,QUT Business School
2094,Not Retained,Single,0,Full Time,20,48,No,Yes,F,1,9,Low,SEM-1,CI Faculty
2095,Not Retained,Single,24,Full Time,19,24,No,No,M,3.25,13,High,SEM-1,CI Faculty
2096,Retained,Single,96,Full Time,19,0,No,Yes,F,5.5,5,Medium,SEM-1,Faculty of Law
2097,Retained,Single,180,Full Time,20,0,No,Yes,F,5.07,13,Medium,SEM-1,QUT Business School
2098,Retained,Double,84,Full Time,19,24,No,Yes,F,4.38,7,Medium,SEM-1,Faculty of Health
2099,Retained,Double,168,Full Time,20,0,No,No,M,5.36,13,Medium,SEM-1,Sci and Eng Faculty
2100,Retained,Single,168,Full Time,21,0,No,No,M,6.5,15,Medium,SEM-1,Sci and Eng Faculty
2101,Retained,Single,84,Full Time,19,0,No,No,F,4.29,13,Low,SEM-1,Faculty of Education
2102,Retained,Single,96,Full Time,20,0,No,No,M,5,10,High,SEM-1,Sci and Eng Faculty
2103,Retained,Single,84,Full Time,19,12,No,No,F,4.88,8,Medium,SEM-1,Sci and Eng Faculty
2104,Retained,Single,84,Full Time,25,0,No,No,F,5,9,Medium,SEM-1,Sci and Eng Faculty
2105,Retained,Single,12,Full Time,20,72,No,Yes,M,1.71,16,Low,SEM-1,CI Faculty
2106,Retained,Single,48,Full Time,19,0,Yes,No,M,6,6,Low,SEM-2,Sci and Eng Faculty
2107,Retained,Single,156,Part Time,27,0,No,Yes,M,5.6,20,High,SEM-1,Faculty of Law
2108,Not Retained,Single,132,Full Time,41,0,No,No,M,5,10,High,SEM-1,Faculty of Law
2109,Retained,Single,96,Full Time,29,0,No,Yes,M,5,13,Low,SEM-1,Faculty of Law
2110,Retained,Single,216,Part Time,21,0,No,Yes,M,5.56,8,Medium,SEM-2,QUT Business School
2111,Retained,Single,84,Full Time,19,0,No,Yes,F,4.43,10,Medium,SEM-1,CI Faculty
2112,Retained,Single,240,Full Time,25,12,Yes,No,M,4.22,8,Medium,SEM-1,QUT Business School
2113,Retained,Double,96,Full Time,19,12,No,No,M,4.43,5,Medium,SEM-1,Faculty of Health
2114,Retained,Single,48,Part Time,24,0,No,No,M,5.25,10,High,SEM-1,CI Faculty
2115,Not Retained,Single,84,Full Time,19,0,No,No,M,5.14,10,High,SEM-1,CI Faculty
2116,Retained,Single,96,Full Time,20,0,No,No,M,5,13,Medium,SEM-1,Faculty of Health
2117,Retained,Single,96,Full Time,20,12,Yes,No,F,4.57,8,High,SEM-1,Faculty of Health
2118,Retained,Single,180,Full Time,22,0,Yes,No,F,4.8,11,High,SEM-2,CI Faculty
2119,Not Retained,Single,48,Full Time,19,0,No,No,F,4.25,8,Medium,SEM-1,QUT Business School
2120,Retained,Single,96,Full Time,19,0,No,Yes,F,5.38,9,Medium,SEM-1,CI Faculty
2121,Retained,Single,0,Part Time,21,0,No,Yes,F,0,15,Low,SEM-1,Faculty of Health
2122,Not Retained,Single,0,Full Time,22,24,No,Yes,F,1.5,23,Medium,SEM-1,Faculty of Health
2123,Retained,Single,84,Full Time,21,12,No,No,F,4.25,6,Low,SEM-1,Faculty of Health
2124,Not Retained,Single,48,Full Time,19,0,No,No,F,6.75,1,High,SEM-1,QUT Business School
2125,Retained,Single,96,Full Time,20,0,No,Yes,F,5.5,6,Medium,SEM-1,CI Faculty
2126,Retained,Single,180,Full Time,22,12,Yes,No,F,4.25,3,Medium,SEM-2,QUT Business School
2127,Retained,Single,96,Full Time,19,0,No,No,M,5.25,10,Low,SEM-1,CI Faculty
2128,Retained,Single,192,Full Time,22,0,Yes,No,F,5.25,3,Medium,SEM-2,QUT Business School
2129,Retained,Double,0,Full Time,24,0,No,No,M,0,19,Medium,SEM-1,Faculty of Health
2130,Retained,Single,144,Full Time,21,0,Yes,No,F,5.83,4,Medium,SEM-2,Sci and Eng Faculty
2131,Retained,Single,132,Part Time,23,0,Yes,No,M,6.67,21,Medium,SEM-2,Sci and Eng Faculty
2132,Retained,Single,96,Full Time,23,0,Yes,No,M,5.75,8,Medium,SEM-1,Faculty of Health
2133,Retained,Single,96,Full Time,19,0,No,Yes,F,4.5,13,Low,SEM-1,Faculty of Education
2134,Retained,Single,72,Part Time,21,24,No,Yes,F,4.67,19,Medium,SEM-1,QUT Business School
2135,Retained,Single,60,Full Time,20,36,No,No,M,3.38,2,Medium,SEM-1,Sci and Eng Faculty
2136,Retained,Single,108,Full Time,20,0,No,No,M,5.38,12,Medium,SEM-1,Faculty of Health
2137,Retained,Single,204,Full Time,22,0,No,Yes,M,4.64,11,High,SEM-1,Faculty of Health
2138,Retained,Single,24,Part Time,19,24,No,Yes,M,3.25,15,Low,SEM-1,Sci and Eng Faculty
2139,Retained,Single,96,Full Time,31,0,No,No,M,5.63,18,High,SEM-1,CI Faculty
2140,Retained,Single,96,Full Time,21,0,No,Yes,M,5.25,4,High,SEM-1,Faculty of Health
2141,Retained,Single,168,Full Time,21,72,No,No,M,2.63,19,High,SEM-1,Sci and Eng Faculty
2142,Not Retained,Single,12,Full Time,21,84,No,No,M,1.57,3,High,SEM-1,Sci and Eng Faculty
2143,Retained,Double,156,Full Time,25,0,No,Yes,M,5.43,15,Medium,SEM-1,Faculty of Health
2144,Not Retained,Single,252,Full Time,29,0,No,Yes,M,5.5,6,High,SEM-1,Faculty of Health
2145,Retained,Single,72,Full Time,21,24,No,No,M,4.5,9,Medium,SEM-1,Sci and Eng Faculty
2146,Not Retained,Single,108,Full Time,21,12,No,No,M,4,5,High,SEM-1,Faculty of Health
2147,Retained,Single,72,Full Time,21,0,No,No,M,4.83,9,Medium,SEM-1,Faculty of Law
2148,Retained,Single,96,Full Time,38,0,No,No,M,5.71,19,High,SEM-1,Faculty of Health
2149,Retained,Single,72,Part Time,20,24,No,Yes,M,3.75,11,Medium,SEM-1,Sci and Eng Faculty
2150,Not Retained,Single,48,Full Time,19,0,No,Yes,M,5.5,6,Low,SEM-1,Sci and Eng Faculty
2151,Retained,Single,84,Full Time,25,0,No,No,M,5.71,13,Low,SEM-1,Faculty of Law
2152,Not Retained,Single,24,Full Time,26,12,No,Yes,M,3.67,4,Medium,SEM-1,Sci and Eng Faculty
2153,Retained,Single,132,Full Time,21,0,No,Yes,M,6.91,17,Medium,SEM-2,Sci and Eng Faculty
2154,Retained,Single,96,Part Time,19,0,No,No,M,4.75,9,Medium,SEM-1,CI Faculty
2155,Not Retained,Single,36,Full Time,26,60,No,Yes,M,2.88,15,Medium,SEM-1,Faculty of Health
2156,Retained,Single,168,Full Time,21,0,No,Yes,M,5.83,16,Medium,SEM-1,Sci and Eng Faculty
2157,Retained,Single,48,Full Time,22,0,No,No,M,7,17,High,SEM-2,Sci and Eng Faculty
2158,Retained,Single,96,Full Time,19,0,No,No,M,5.75,6,Medium,SEM-1,CI Faculty
2159,Retained,Single,144,Full Time,20,0,No,No,M,6.08,4,Medium,SEM-1,Sci and Eng Faculty
2160,Retained,Single,96,Full Time,24,0,No,No,M,5.57,16,High,SEM-1,Faculty of Health
2161,Not Retained,Single,24,Full Time,36,24,No,No,M,3.25,5,Medium,SEM-2,Faculty of Law
2162,Retained,Single,96,Full Time,19,0,No,Yes,M,4.75,12,Medium,SEM-1,Faculty of Education
2163,Retained,Single,0,Full Time,22,0,No,No,M,0,16,High,SEM-1,Faculty of Health
2164,Retained,Single,204,Full Time,23,48,No,Yes,M,4.77,16,High,SEM-1,Sci and Eng Faculty
2165,Retained,Single,192,Full Time,23,0,No,Yes,M,5.56,20,Medium,SEM-1,Sci and Eng Faculty
2166,Retained,Single,48,Part Time,24,0,No,No,M,5.75,22,High,SEM-1,QUT Business School
2167,Retained,Single,60,Full Time,42,0,No,No,M,5.2,23,Low,SEM-2,Sci and Eng Faculty
2168,Retained,Single,96,Part Time,33,0,No,Yes,M,0,1,Medium,SEM-1,Faculty of Law
2169,Retained,Single,60,Full Time,19,24,No,Yes,M,3.86,9,Low,SEM-1,Sci and Eng Faculty
2170,Retained,Single,204,Full Time,22,0,Yes,No,M,5.57,3,High,SEM-1,CI Faculty
2171,Retained,Single,72,Full Time,22,0,No,No,M,5,10,Medium,SEM-1,Faculty of Health
2172,Retained,Single,36,Full Time,20,36,No,No,M,3.67,6,Medium,SEM-1,Faculty of Education
2173,Retained,Single,24,Full Time,22,0,No,No,M,5,6,High,SEM-2,Sci and Eng Faculty
2174,Retained,Single,120,Part Time,27,12,No,No,M,5.17,15,High,SEM-1,Faculty of Health
2175,Retained,Single,168,Full Time,21,0,No,No,M,5.63,4,High,SEM-1,Sci and Eng Faculty
2176,Retained,Single,168,Full Time,32,0,No,Yes,M,5.67,25,Medium,SEM-1,Sci and Eng Faculty
2177,Retained,Single,120,Full Time,21,12,Yes,No,M,4.18,7,High,SEM-2,CI Faculty
2178,Retained,Single,84,Full Time,30,0,No,Yes,M,6.5,14,Medium,SEM-1,Sci and Eng Faculty
2179,Retained,Single,156,Full Time,21,0,No,No,M,4.8,22,Medium,SEM-1,CI Faculty
2180,Retained,Single,60,Part Time,26,24,No,No,M,6.2,12,Medium,SEM-1,Sci and Eng Faculty
2181,Not Retained,Single,96,Full Time,19,0,No,No,M,4.63,10,Low,SEM-1,Faculty of Health
2182,Retained,Single,84,Full Time,22,12,No,No,M,4,21,Medium,SEM-1,Faculty of Health
2183,Retained,Single,96,Full Time,22,0,No,No,M,5.71,7,High,SEM-1,Faculty of Health
2184,Retained,Single,96,Full Time,21,0,No,No,M,6.38,3,High,SEM-1,Faculty of Education
2185,Retained,Single,84,Full Time,19,12,No,Yes,M,3.88,13,Medium,SEM-1,Faculty of Education
2186,Retained,Single,24,Full Time,19,24,No,Yes,M,3.5,7,Medium,SEM-1,QUT Business School
2187,Retained,Single,0,Part Time,23,48,No,No,M,2.25,13,Medium,SEM-1,QUT Business School
2188,Retained,Single,144,Full Time,21,24,No,No,M,4.25,17,Medium,SEM-1,QUT Business School
2189,Retained,Single,180,Full Time,25,0,No,Yes,M,4.71,5,Medium,SEM-1,Sci and Eng Faculty
2190,Retained,Single,120,Full Time,21,0,No,Yes,M,4.83,9,High,SEM-1,Faculty of Education
2191,Retained,Single,96,Full Time,20,0,No,Yes,M,4.25,16,Medium,SEM-1,CI Faculty
2192,Retained,Double,48,Full Time,19,0,No,Yes,M,6,3,High,SEM-2,Sci and Eng Faculty
2193,Retained,Single,132,Full Time,20,0,No,No,M,5.29,8,Medium,SEM-1,Faculty of Education
2194,Retained,Single,96,Full Time,26,0,No,Yes,M,4.86,2,Medium,SEM-1,Faculty of Health
2195,Retained,Single,108,Full Time,22,12,No,Yes,M,4.8,18,Medium,SEM-1,QUT Business School
2196,Not Retained,Single,36,Full Time,19,12,No,No,M,4.25,9,High,SEM-1,CI Faculty
2197,Retained,Single,84,Full Time,19,12,No,No,M,4.13,10,Medium,SEM-1,Sci and Eng Faculty
2198,Retained,Single,156,Full Time,22,0,No,No,M,5.33,18,Medium,SEM-1,Faculty of Health
2199,Retained,Single,84,Full Time,26,12,No,Yes,M,4.13,12,Low,SEM-1,Sci and Eng Faculty
2200,Retained,Single,96,Full Time,20,24,No,Yes,M,3.75,14,Low,SEM-1,Faculty of Education
2201,Retained,Single,96,Full Time,19,0,No,Yes,M,6.38,2,High,SEM-1,Sci and Eng Faculty
2202,Not Retained,Single,0,Full Time,21,0,No,Yes,M,0,22,Low,SEM-1,Faculty of Health
2203,Not Retained,Single,60,Full Time,20,36,No,Yes,M,3.88,21,Medium,SEM-1,Sci and Eng Faculty
2204,Retained,Single,48,Full Time,25,0,No,No,M,5,15,High,SEM-2,QUT Business School
2205,Retained,Single,96,Full Time,20,0,No,No,M,4.88,23,Medium,SEM-1,Sci and Eng Faculty
2206,Retained,Single,96,Full Time,20,0,No,Yes,M,5.88,4,High,SEM-1,CI Faculty
2207,Retained,Single,180,Full Time,22,36,Yes,No,M,3.8,6,Medium,SEM-1,QUT Business School
2208,Retained,Single,84,Full Time,21,0,No,Yes,M,0,14,Medium,SEM-1,Sci and Eng Faculty
2209,Retained,Single,72,Full Time,30,0,No,Yes,M,4.83,25,Low,SEM-1,Sci and Eng Faculty
2210,Not Retained,Single,36,Full Time,19,0,No,No,M,5.33,9,Medium,SEM-1,Sci and Eng Faculty
2211,Retained,Single,156,Full Time,20,36,No,Yes,M,4.19,12,Low,SEM-1,Faculty of Health
2212,Retained,Single,96,Full Time,28,0,No,Yes,M,5.88,22,High,SEM-1,Sci and Eng Faculty
2213,Retained,Single,96,Full Time,19,0,No,No,M,5.5,5,Medium,SEM-1,Faculty of Health
2214,Retained,Single,84,Part Time,19,12,No,Yes,M,4.63,10,Medium,SEM-1,Faculty of Law
2215,Retained,Single,96,Full Time,21,0,No,No,F,4.88,21,High,SEM-1,CI Faculty
2216,Not Retained,Single,0,Full Time,36,24,No,No,F,2,17,Low,SEM-2,Faculty of Health
2217,Retained,Single,96,Full Time,19,0,No,No,F,5.25,5,High,SEM-1,QUT Business School
2218,Retained,Single,96,Full Time,19,0,No,No,F,6.75,2,High,SEM-1,Faculty of Health
2219,Retained,Single,96,Full Time,22,0,No,Yes,F,5.13,25,High,SEM-1,Faculty of Education
2220,Retained,Single,96,Part Time,19,0,No,Yes,F,4.38,10,Medium,SEM-1,Faculty of Law
2221,Retained,Single,132,Full Time,26,0,No,Yes,F,4.18,1,Medium,SEM-1,Faculty of Health
2222,Retained,Single,156,Full Time,38,0,No,No,F,6.83,25,High,SEM-1,Faculty of Health
2223,Retained,Single,96,Full Time,20,0,No,Yes,F,5.38,8,Medium,SEM-1,Faculty of Health
2224,Not Retained,Single,96,Full Time,22,0,No,No,F,0,21,Low,SEM-1,Faculty of Health
2225,Retained,Single,48,Full Time,21,0,No,No,F,5.25,25,Medium,SEM-2,Faculty of Law
2226,Retained,Single,60,Full Time,24,24,Yes,No,F,3.83,7,Medium,SEM-1,Faculty of Health
2227,Retained,Double,156,Full Time,24,0,No,No,F,4.46,24,Medium,SEM-1,Faculty of Health
2228,Retained,Single,192,Full Time,33,0,No,Yes,F,4.5,22,Medium,SEM-1,Faculty of Law
2229,Retained,Single,108,Part Time,28,36,No,Yes,F,2.5,9,Medium,SEM-1,Faculty of Law
2230,Retained,Single,24,Full Time,21,12,No,Yes,F,3.67,1,Medium,SEM-2,Sci and Eng Faculty
2231,Retained,Single,168,Full Time,20,0,No,Yes,F,5.07,10,Medium,SEM-1,Faculty of Health
2232,Retained,Single,96,Full Time,19,0,No,Yes,F,4.13,15,Low,SEM-1,Faculty of Education
2233,Retained,Single,48,Full Time,19,0,Yes,Yes,F,6.25,6,High,SEM-2,Sci and Eng Faculty
2234,Retained,Single,96,Full Time,20,0,No,Yes,F,4.88,10,High,SEM-1,Faculty of Education
2235,Retained,Single,36,Full Time,54,12,No,No,M,3.67,14,Low,SEM-2,Faculty of Health
2236,Retained,Single,144,Part Time,23,48,No,No,F,3.38,6,Low,SEM-1,Faculty of Law
2237,Retained,Double,96,Full Time,19,0,No,No,F,5.5,7,Low,SEM-1,Faculty of Health
2238,Retained,Single,60,Full Time,25,0,No,Yes,F,6.2,1,Medium,SEM-1,Sci and Eng Faculty
2239,Retained,Single,96,Full Time,20,0,No,No,F,5.25,12,Low,SEM-1,CI Faculty
